id,texto,sentimiento,categoria,fecha,dia_semana,hora_aproximada,es_fin_de_semana,calificacion,canal,precio_rango,tiempo_desde_compra_dias,tema_principal,longitud_caracteres,num_palabras,tiene_mayusculas_excesivas,num_signos_exclamacion,tiempo_respuesta_horas,fue_respondido,resolucion,prioridad,requiere_atencion_inmediata,confianza_modelo,requiere_revision_humana
144,"Muy buena atención, gracias. Muy buen empaquetado y producto",Positivo,Delivery,2024-05-10,Friday,Tarde,False,5,Chat,Premium,43,Entrega,60,9,False,0,,False,N/A,Baja,False,0.87,False
145,"Calidad superior, me encantó",Positivo,Soporte Técnico,2025-07-23,Wednesday,Mañana,False,5,Email,Económico,12,Calidad,28,4,False,0,12.0,True,Resuelto,Baja,False,0.95,False
146,Gran experiencia de principio a fin. La mejor compra que he hecho!,Positivo,Servicio,2024-11-26,Tuesday,Noche,False,4,Tienda Física,Económico,61,Precio,66,12,False,1,,False,N/A,Baja,False,0.97,False
147,"Todo llegó en perfectas condiciones. Muy buena atención, gracias",Positivo,Servicio,2025-04-06,Sunday,Noche,True,5,Email,Premium,82,Entrega,64,9,False,0,23.0,True,Resuelto,Baja,False,0.77,True
148,Es un producto promedio,Neutro,Aplicación Móvil,2025-06-28,Saturday,Mañana,True,3,Chat,Premium,25,Precio,23,4,False,0,,False,N/A,Baja,False,0.78,True
149,Mucho peor de lo esperado!!,Negativo,Restaurante,2025-05-31,Saturday,Noche,True,1,Teléfono,Económico,18,Producto Defectuoso,27,5,False,2,85.0,True,En Proceso,Alta,True,0.71,True
150,Increíble calidad por el precio,Positivo,Soporte Técnico,2024-02-04,Sunday,Tarde,True,5,Web,Premium,73,Calidad,31,5,False,0,34.0,True,Resuelto,Baja,False,0.85,False
151,Nunca llegó mi pedido,Negativo,Aplicación Móvil,2025-01-24,Friday,Tarde,False,1,Teléfono,Económico,9,Entrega,21,4,False,0,,False,N/A,Alta,True,0.8,False
152,Producto básico pero funcional,Neutro,E-commerce,2025-12-17,Wednesday,Tarde,False,3,Teléfono,Premium,56,Producto Defectuoso,30,4,False,0,8.0,True,N/A,Media,False,0.63,True
153,Es aceptable,Neutro,E-commerce,2025-03-24,Monday,Noche,False,3,Teléfono,Medio,28,Precio,12,2,False,0,4.0,True,N/A,Baja,False,0.79,True
154,Muy buena experiencia de compra. Definitivamente volveré a comprar!,Positivo,Soporte Técnico,2024-06-29,Saturday,Noche,True,5,Email,Económico,5,Producto Defectuoso,67,9,False,1,13.0,True,Resuelto,Baja,False,0.82,False
155,Desastre total. No es como se describe!!,Negativo,Delivery,2025-08-20,Wednesday,Tarde,False,1,Tienda Física,Premium,84,Calidad,40,7,False,2,2.0,True,Resuelto,Alta,True,0.76,True
156,"Súper recomendado, volveré sin duda",Positivo,Producto,2024-11-30,Saturday,Tarde,True,4,App Móvil,Económico,88,Precio,35,5,False,0,,False,N/A,Baja,False,0.86,False
157,Una completa decepción. Producto horrible!!,Negativo,Producto,2024-11-03,Sunday,Tarde,True,1,Tienda Física,Económico,100,Calidad,43,5,False,2,90.0,True,No Resuelto,Alta,True,0.75,True
158,Producto magnífico,Positivo,Tienda Online,2024-06-23,Sunday,Noche,True,4,Teléfono,Medio,11,Precio,18,2,False,0,30.0,True,N/A,Baja,False,0.9,False
159,"Publicidad engañosa, no es lo que muestran!",Negativo,Producto,2024-05-29,Wednesday,Tarde,False,1,Web,Económico,67,Entrega,43,7,False,1,55.0,True,No Resuelto,Alta,True,0.78,True
160,Producto común,Neutro,Producto,2025-04-22,Tuesday,Tarde,False,3,Teléfono,Medio,4,Atención,14,2,False,0,,False,N/A,Baja,False,0.69,True
161,Excelente relación calidad-precio,Positivo,Tienda Online,2024-04-19,Friday,Mañana,False,5,Web,Premium,53,Calidad,33,3,False,0,35.0,True,Resuelto,Baja,False,0.98,False
162,Horrible experiencia. PRODUCTO inservible!!,Negativo,Banco,2024-08-22,Thursday,Noche,False,1,Chat,Medio,28,Calidad,43,4,False,2,,False,N/A,Alta,True,0.82,False
163,El personal fue muy amable y atento!,Positivo,Soporte Técnico,2024-09-21,Saturday,Noche,True,4,Teléfono,Económico,37,Atención,36,7,False,1,31.0,True,N/A,Baja,False,0.82,False
164,El servicio fue impecable,Positivo,Hotel,2025-04-28,Monday,Noche,False,4,Email,Premium,46,Atención,25,4,False,0,5.0,True,Resuelto,Baja,False,0.8,False
165,Calidad excepcional por el precio!,Positivo,Tienda Online,2025-06-30,Monday,Mañana,False,4,Web,Medio,89,Calidad,34,5,False,1,9.0,True,Resuelto,Baja,False,0.82,False
166,"Muy recomendable, sin dudas. Envío súper rápido",Positivo,Aplicación Móvil,2024-08-21,Wednesday,Tarde,False,5,App Móvil,Medio,58,Entrega,47,7,False,0,,False,N/A,Baja,False,0.79,True
167,Pésima relación calidad-precio. Nunca llegó mi pedido,Negativo,Aplicación Móvil,2024-09-23,Monday,Tarde,False,1,Web,Medio,110,Calidad,53,7,False,0,14.0,True,Resuelto,Media,False,0.91,False
168,La calidad es muy mala!,Negativo,Producto,2024-02-01,Thursday,Noche,False,2,App Móvil,Económico,68,Calidad,23,5,False,1,37.0,True,Resuelto,Media,False,0.97,False
169,Experiencia memorable,Positivo,Producto,2024-01-10,Wednesday,Noche,False,5,Tienda Física,Medio,32,Producto Defectuoso,21,2,False,0,,False,N/A,Baja,False,0.87,False
170,Excelente en todos los aspectos,Positivo,Tienda Online,2024-08-13,Tuesday,Mañana,False,5,Chat,Económico,11,Precio,31,5,False,0,47.0,True,N/A,Baja,False,0.86,False
171,Muy decepcionado con la compra. No lo recomiendo para nada!,Negativo,Servicio,2024-07-09,Tuesday,Noche,False,1,Tienda Física,Premium,54,Atención,59,10,False,1,65.0,True,No Resuelto,Media,False,0.84,False
172,Mejor de lo que esperaba. Todo fue excelente,Positivo,Banco,2025-09-02,Tuesday,Noche,False,5,Chat,Premium,63,Producto Defectuoso,44,8,False,0,22.0,True,N/A,Baja,False,0.86,False
173,Nada del otro mundo,Neutro,Tienda Online,2025-02-15,Saturday,Noche,True,3,Web,Premium,20,Atención,19,4,False,0,32.0,True,N/A,Baja,False,0.75,True
174,El servicio al cliente es terrible,Negativo,Tienda Online,2024-04-08,Monday,Noche,False,1,Teléfono,Premium,14,Atención,34,6,False,0,,False,N/A,Media,False,0.72,True
175,Para nada recomendable. Producto mediocre y caro!,Negativo,Delivery,2024-11-11,Monday,Mañana,False,1,App Móvil,Premium,93,Precio,49,7,False,1,,False,N/A,Media,False,0.78,True
176,Servicio excepcional,Positivo,Soporte Técnico,2024-02-24,Saturday,Tarde,True,4,Web,Premium,27,Atención,20,2,False,0,,False,N/A,Baja,False,0.85,False
177,"Excelente servicio, muy recomendado!",Positivo,Delivery,2025-03-17,Monday,Tarde,False,5,Web,Medio,77,Atención,36,4,False,1,,False,N/A,Baja,False,0.91,False
178,Servicio normal. Es un producto normal,Neutro,Restaurante,2025-12-17,Wednesday,Noche,False,3,Teléfono,Medio,4,Atención,38,6,False,0,68.0,True,Resuelto,Baja,False,0.72,True
179,"Servicio de 10, gracias",Positivo,Soporte Técnico,2024-02-16,Friday,Noche,False,5,Chat,Económico,7,Atención,23,4,False,0,,False,N/A,Baja,False,0.92,False
180,"Muy recomendable, sin dudas",Positivo,Tienda Online,2024-06-28,Friday,Noche,False,4,Chat,Económico,11,Calidad,27,4,False,0,12.0,True,N/A,Baja,False,0.85,False
181,Es como cualquier otro,Neutro,Banco,2025-04-06,Sunday,Noche,True,3,App Móvil,Premium,60,Calidad,22,4,False,0,66.0,True,N/A,Baja,False,0.61,True
182,Ideal para lo que necesitaba,Positivo,Aplicación Móvil,2025-02-25,Tuesday,Mañana,False,5,Teléfono,Económico,66,Producto Defectuoso,28,5,False,0,9.0,True,Resuelto,Baja,False,0.81,False
183,"Mala compra, no lo recomiendo!",Negativo,Banco,2025-07-30,Wednesday,Noche,False,2,Teléfono,Medio,102,Producto Defectuoso,30,5,False,1,31.0,True,Resuelto,Alta,True,0.93,False
184,Gran experiencia de principio a fin,Positivo,Restaurante,2025-12-14,Sunday,Mañana,True,4,Email,Medio,52,Precio,35,6,False,0,11.0,True,N/A,Baja,False,0.78,True
185,"Producto terrible, una estafa. Llegó roto y mal empaquetado",Negativo,Hotel,2025-06-20,Friday,Tarde,False,2,Web,Económico,81,Entrega,59,9,False,0,63.0,True,No Resuelto,Alta,True,0.73,True
186,Servicio decente,Neutro,Soporte Técnico,2024-06-01,Saturday,Tarde,True,3,Email,Medio,27,Atención,16,2,False,0,,False,N/A,Baja,False,0.7,True
187,"Fantástico producto, lo amo. Súper contento con mi compra",Positivo,Soporte Técnico,2024-04-12,Friday,Noche,False,4,Tienda Física,Económico,69,Calidad,57,9,False,0,36.0,True,Resuelto,Baja,False,0.9,False
188,Cumple sin destacar,Neutro,Restaurante,2025-10-19,Sunday,Mañana,True,3,Teléfono,Económico,10,Entrega,19,3,False,0,8.0,True,N/A,Media,False,0.7,True
189,Muy decepcionado!!,Negativo,E-commerce,2024-06-11,Tuesday,Noche,False,2,Tienda Física,Medio,39,Atención,18,2,False,2,87.0,True,En Proceso,Alta,True,0.94,False
190,Servicio estándar,Neutro,Hotel,2025-01-03,Friday,Tarde,False,3,Tienda Física,Premium,28,Atención,17,2,False,0,,False,N/A,Baja,False,0.9,False
191,La calidad es excepcional. El mejor servicio que he recibido,Positivo,Soporte Técnico,2025-08-20,Wednesday,Mañana,False,4,App Móvil,Premium,38,Atención,60,10,False,0,13.0,True,N/A,Baja,False,0.82,False
192,El peor LUGAR para comprar. Producto de mala calidad!,Negativo,Soporte Técnico,2025-10-02,Thursday,Noche,False,1,Chat,Económico,28,Calidad,53,9,False,1,,False,N/A,Media,False,0.88,False
193,Es lo normal,Neutro,Soporte Técnico,2024-02-27,Tuesday,Tarde,False,3,Web,Económico,49,Atención,12,3,False,0,29.0,True,N/A,Baja,False,0.75,True
194,"Atención personalizada, me encantó",Positivo,Producto,2025-02-25,Tuesday,Noche,False,5,Email,Medio,70,Atención,34,4,False,0,39.0,True,Resuelto,Baja,False,0.92,False
195,Brillante servicio. Me fascina este producto,Positivo,Servicio,2024-09-15,Sunday,Tarde,True,5,Email,Premium,25,Atención,44,6,False,0,30.0,True,N/A,Baja,False,0.95,False
196,Muy mala calidad. Producto inservible!,Negativo,Producto,2025-09-14,Sunday,Noche,True,1,Web,Medio,9,Calidad,38,5,False,1,87.0,True,No Resuelto,Media,False,0.76,True
197,Servicio pasable,Neutro,Hotel,2025-01-31,Friday,Noche,False,3,Teléfono,Económico,46,Atención,16,2,False,0,67.0,True,Resuelto,Baja,False,0.66,True
198,"Producto excelente, justo lo que buscaba!",Positivo,Servicio,2025-08-27,Wednesday,Noche,False,5,Chat,Premium,5,Precio,41,6,False,1,,False,N/A,Baja,False,0.88,False
199,Nefasto servicio,Negativo,Tienda Online,2025-02-01,Saturday,Mañana,True,2,Web,Económico,97,Atención,16,2,False,0,33.0,True,No Resuelto,Media,False,0.72,True
200,Quedé muy satisfecho con todo,Positivo,Banco,2025-07-16,Wednesday,Noche,False,5,Email,Económico,79,Atención,29,5,False,0,,False,N/A,Baja,False,0.92,False
201,"Muy mal, para nada. Tardaron semanas en enviar",Negativo,Soporte Técnico,2024-03-21,Thursday,Tarde,False,2,App Móvil,Medio,108,Producto Defectuoso,46,8,False,0,1.0,True,Resuelto,Alta,True,0.92,False
202,La atención al cliente fue maravillosa,Positivo,Delivery,2023-12-31,Sunday,Mañana,True,4,Tienda Física,Premium,43,Atención,38,6,False,0,,False,N/A,Baja,False,0.95,False
203,"Excelente relación calidad-precio. Excelente compra, totalmente recomendado",Positivo,Banco,2025-03-11,Tuesday,Tarde,False,5,Tienda Física,Premium,44,Calidad,75,7,False,0,3.0,True,N/A,Baja,False,0.93,False
204,Producto correcto,Neutro,Tienda Online,2025-06-14,Saturday,Noche,True,3,Tienda Física,Económico,66,Calidad,17,2,False,0,39.0,True,N/A,Baja,False,0.89,False
205,"Muy mala calidad. Mala compra, no lo recomiendo!",Negativo,Hotel,2024-10-31,Thursday,Mañana,False,1,Tienda Física,Medio,73,Calidad,48,8,False,1,,False,N/A,Media,False,0.79,True
206,Producto básico pero funcional,Neutro,Banco,2024-05-21,Tuesday,Noche,False,3,Teléfono,Premium,37,Entrega,30,4,False,0,68.0,True,Resuelto,Media,False,0.62,True
207,Quedé muy satisfecho con todo,Positivo,Delivery,2024-04-04,Thursday,Tarde,False,5,App Móvil,Medio,84,Precio,29,5,False,0,,False,N/A,Baja,False,0.97,False
208,Producto ordinario,Neutro,Aplicación Móvil,2025-08-30,Saturday,Mañana,True,3,Chat,Premium,30,Entrega,18,2,False,0,,False,N/A,Media,False,0.88,False
209,Experiencia frustrante,Negativo,Restaurante,2024-06-23,Sunday,Tarde,True,2,Email,Económico,66,Precio,22,2,False,0,,False,N/A,Media,False,0.93,False
210,Servicio rápido y eficiente. Ideal para lo que necesitaba,Positivo,Tienda Online,2024-09-05,Thursday,Mañana,False,4,Teléfono,Medio,20,Atención,57,9,False,0,29.0,True,N/A,Baja,False,0.82,False
211,No vale lo que CUESTA. No lo recomiendo para nada,Negativo,Restaurante,2024-09-10,Tuesday,Mañana,False,2,Tienda Física,Medio,5,Precio,49,10,False,0,104.0,True,En Proceso,Media,False,0.78,True
212,Una completa decepción!,Negativo,Aplicación Móvil,2023-12-25,Monday,Tarde,False,1,Web,Medio,59,Calidad,23,3,False,1,63.0,True,En Proceso,Media,False,0.85,False
213,Producto básico pero funcional,Neutro,Producto,2024-11-05,Tuesday,Tarde,False,3,Email,Medio,80,Atención,30,4,False,0,,False,N/A,Baja,False,0.88,False
214,Terrible experiencia de compra. Servicio pésimo e INEFICIENTE,Negativo,Banco,2024-04-17,Wednesday,Noche,False,2,Email,Premium,78,Atención,61,8,False,0,102.0,True,En Proceso,Media,False,0.96,False
215,Muy feliz con mi pedido,Positivo,Servicio,2024-10-27,Sunday,Tarde,True,5,Chat,Premium,7,Entrega,23,5,False,0,42.0,True,Resuelto,Baja,False,0.93,False
216,Absolutamente perfecto,Positivo,Tienda Online,2024-02-18,Sunday,Mañana,True,5,Email,Medio,2,Entrega,22,2,False,0,23.0,True,N/A,Baja,False,0.9,False
217,Muy satisfecho con mi compra,Positivo,Soporte Técnico,2025-08-12,Tuesday,Noche,False,5,Teléfono,Premium,15,Producto Defectuoso,28,5,False,0,4.0,True,Resuelto,Baja,False,0.89,False
218,Es como cualquier otro,Neutro,Aplicación Móvil,2025-03-02,Sunday,Noche,True,3,Tienda Física,Premium,78,Atención,22,4,False,0,,False,N/A,Baja,False,0.72,True
219,DESASTRE total. Terrible experiencia de compra,Negativo,Servicio,2025-10-04,Saturday,Mañana,True,1,Chat,Medio,25,Precio,46,6,False,0,,False,N/A,Media,False,0.86,False
220,"Atención personalizada, me encantó",Positivo,Tienda Online,2025-11-22,Saturday,Tarde,True,5,Teléfono,Premium,43,Atención,34,4,False,0,37.0,True,Resuelto,Baja,False,0.77,True
221,Producto defectuoso. El peor servicio que he recibido,Negativo,Tienda Online,2024-12-04,Wednesday,Mañana,False,2,App Móvil,Económico,20,Producto Defectuoso,53,8,False,0,,False,N/A,Alta,True,0.72,True
222,"Está bien, pero podría mejorar",Neutro,Aplicación Móvil,2025-10-12,Sunday,Mañana,True,3,Teléfono,Medio,53,Atención,30,5,False,0,,False,N/A,Baja,False,0.86,False
223,Todo salió mal!,Negativo,Restaurante,2024-03-22,Friday,Noche,False,2,Tienda Física,Premium,16,Entrega,15,3,False,1,,False,N/A,Alta,True,0.94,False
224,Servicio inmejorable. Increíble calidad por el precio,Positivo,Servicio,2025-01-21,Tuesday,Mañana,False,4,Tienda Física,Premium,47,Atención,53,7,False,0,22.0,True,N/A,Baja,False,0.94,False
225,Muy buena calidad. Increíble calidad por el precio,Positivo,Hotel,2024-09-16,Monday,Noche,False,5,Tienda Física,Medio,26,Precio,50,8,False,0,26.0,True,N/A,Baja,False,0.91,False
226,Producto de calidad excepcional!,Positivo,E-commerce,2025-06-15,Sunday,Tarde,True,5,Email,Económico,21,Calidad,32,4,False,1,44.0,True,Resuelto,Baja,False,0.9,False
227,Atención horrible. No lo recomiendo para NADA!,Negativo,Producto,2025-06-05,Thursday,Noche,False,1,Tienda Física,Económico,77,Atención,46,7,False,1,,False,N/A,Media,False,0.94,False
228,Producto común,Neutro,Restaurante,2024-07-13,Saturday,Noche,True,3,App Móvil,Premium,74,Calidad,14,2,False,0,,False,N/A,Baja,False,0.66,True
229,Ideal para lo que necesitaba!,Positivo,Delivery,2025-07-05,Saturday,Tarde,True,4,App Móvil,Económico,39,Atención,29,5,False,1,,False,N/A,Baja,False,0.8,False
230,"Calidad inferior, terrible",Negativo,Servicio,2024-01-12,Friday,Noche,False,2,Email,Premium,81,Calidad,26,3,False,0,,False,N/A,Media,False,0.92,False
231,Correcto para lo que cuesta,Neutro,Banco,2024-10-24,Thursday,Mañana,False,3,Email,Medio,23,Calidad,27,5,False,0,14.0,True,Resuelto,Baja,False,0.87,False
232,Cumple su función,Neutro,Restaurante,2025-01-11,Saturday,Tarde,True,3,Chat,Medio,79,Calidad,17,3,False,0,52.0,True,N/A,Baja,False,0.72,True
233,Correcto para lo que cuesta,Neutro,Restaurante,2025-12-21,Sunday,Noche,True,3,Chat,Económico,10,Precio,27,5,False,0,,False,N/A,Baja,False,0.83,False
234,Malo en todos los aspectos. El producto vino incompleto!,Negativo,Producto,2024-03-10,Sunday,Mañana,True,1,Web,Premium,20,Producto Defectuoso,56,9,False,1,31.0,True,No Resuelto,Alta,True,0.71,True
235,"Excelente compra, totalmente recomendado",Positivo,Delivery,2025-02-10,Monday,Noche,False,5,Web,Premium,82,Precio,40,4,False,0,4.0,True,N/A,Baja,False,0.8,False
236,No puedo estar más feliz,Positivo,Soporte Técnico,2025-12-14,Sunday,Noche,True,5,App Móvil,Medio,26,Entrega,24,5,False,0,2.0,True,Resuelto,Baja,False,0.91,False
237,Muy buen empaquetado y producto!,Positivo,Servicio,2024-10-07,Monday,Tarde,False,4,Chat,Medio,52,Entrega,32,5,False,1,14.0,True,Resuelto,Baja,False,0.75,True
238,Es un producto normal,Neutro,Servicio,2025-05-22,Thursday,Tarde,False,3,Email,Premium,87,Calidad,21,4,False,0,,False,N/A,Baja,False,0.82,False
239,No lo vuelvo a usar. No lo recomiendo para nada,Negativo,Servicio,2024-05-15,Wednesday,Tarde,False,1,App Móvil,Premium,101,Entrega,47,10,False,0,,False,N/A,Alta,True,0.94,False
240,Cumple sin destacar,Neutro,Tienda Online,2024-07-05,Friday,Tarde,False,3,App Móvil,Medio,55,Producto Defectuoso,19,3,False,0,,False,N/A,Media,False,0.69,True
241,Producto básico pero funcional,Neutro,Tienda Online,2025-07-08,Tuesday,Mañana,False,3,App Móvil,Medio,12,Calidad,30,4,False,0,21.0,True,N/A,Baja,False,0.71,True
242,Entrega tardía y producto defectuoso!,Negativo,E-commerce,2025-07-23,Wednesday,Noche,False,1,Email,Económico,92,Producto Defectuoso,37,5,False,1,15.0,True,Resuelto,Alta,True,0.75,True
243,Mejor de lo que esperaba,Positivo,Producto,2025-11-27,Thursday,Mañana,False,5,App Móvil,Económico,19,Precio,24,5,False,0,22.0,True,Resuelto,Baja,False,0.89,False
244,Entrega rápida y producto impecable!,Positivo,Restaurante,2025-05-15,Thursday,Noche,False,4,Tienda Física,Medio,81,Entrega,36,5,False,1,,False,N/A,Baja,False,0.95,False
245,"Envío súper rápido. Me encantó, superó mis expectativas!",Positivo,Servicio,2025-09-27,Saturday,Tarde,True,5,Chat,Económico,35,Entrega,56,8,False,1,46.0,True,N/A,Baja,False,0.81,False
246,Producto inservible. Producto de baja calidad!,Negativo,Servicio,2025-02-25,Tuesday,Tarde,False,1,Email,Premium,57,Calidad,46,6,False,1,46.0,True,Resuelto,Media,False,0.76,True
247,Es aceptable para uso básico. Es suficiente,Neutro,Soporte Técnico,2024-10-01,Tuesday,Tarde,False,3,Email,Medio,36,Producto Defectuoso,43,7,False,0,,False,N/A,Media,False,0.69,True
248,Producto básico pero funcional,Neutro,Hotel,2024-02-15,Thursday,Tarde,False,3,Tienda Física,Medio,49,Precio,30,4,False,0,37.0,True,Resuelto,Baja,False,0.7,True
249,Producto inservible. No cumplieron con lo prometido,Negativo,Soporte Técnico,2025-10-27,Monday,Noche,False,2,Chat,Premium,42,Entrega,51,7,False,0,62.0,True,En Proceso,Alta,True,0.88,False
250,Excelente en todos los aspectos. Quedé impresionado positivamente,Positivo,Producto,2024-05-12,Sunday,Noche,True,5,Chat,Medio,80,Producto Defectuoso,65,8,False,0,,False,N/A,Baja,False,0.76,True
251,Increíble calidad por el precio,Positivo,Banco,2024-01-27,Saturday,Tarde,True,4,App Móvil,Económico,55,Precio,31,5,False,0,27.0,True,N/A,Baja,False,0.77,True
252,Muy mala calidad. Me decepcionó completamente,Negativo,Servicio,2024-10-21,Monday,Tarde,False,2,Tienda Física,Económico,104,Calidad,45,6,False,0,6.0,True,Resuelto,Media,False,0.91,False
253,La atención al cliente fue maravillosa,Positivo,Banco,2024-11-06,Wednesday,Noche,False,4,Web,Económico,80,Atención,38,6,False,0,,False,N/A,Baja,False,0.77,True
254,Es aceptable para uso básico. Servicio decente,Neutro,Servicio,2025-06-18,Wednesday,Mañana,False,3,Tienda Física,Económico,37,Atención,46,7,False,0,,False,N/A,Baja,False,0.61,True
255,"Todo impecable, gracias",Positivo,Aplicación Móvil,2025-06-30,Monday,Noche,False,5,Chat,Premium,11,Entrega,23,3,False,0,17.0,True,N/A,Baja,False,0.88,False
256,"Publicidad engañosa, no es lo que muestran. Mucho peor de lo esperado",Negativo,Hotel,2024-07-10,Wednesday,Mañana,False,1,Chat,Premium,11,Atención,69,12,False,0,81.0,True,No Resuelto,Media,False,0.72,True
257,"Entrega rápida y producto impecable. Excelente compra, totalmente recomendado",Positivo,Restaurante,2024-04-21,Sunday,Tarde,True,5,App Móvil,Medio,73,Entrega,77,9,False,0,,False,N/A,Baja,False,0.9,False
